                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    783,                0.23917,                 0.1888,                 0.8243,                0.89374,                  0.875,                0.90406,                0.88663,                0.27778,                0.46708,                 0.8233,             0.00037644,             0.00037644,             0.00037644
                    784,                0.26858,                0.20749,                 0.8522,                 0.8898,                  0.875,                0.90406,                0.88663,                0.27659,                0.45134,                0.82321,             0.00037479,             0.00037479,             0.00037479
                    785,                0.22269,                0.23229,                 0.8397,                0.88989,                  0.875,                0.90274,                 0.8833,                0.27815,                0.43975,                 0.8227,             0.00037314,             0.00037314,             0.00037314
                    786,                0.25539,                 0.2121,                0.82231,                0.87857,                    0.9,                0.90628,                0.89002,                0.28155,                0.42877,                0.82265,             0.00037149,             0.00037149,             0.00037149
                    787,                0.23548,                0.20193,                0.82665,                0.87857,                    0.9,                0.91128,                0.89502,                0.27804,                0.42686,                0.82214,             0.00036984,             0.00036984,             0.00036984
                    788,                0.24517,                0.22956,                0.81843,                0.87857,                    0.9,                0.91128,                0.89502,                0.27687,                0.42106,                0.82186,             0.00036819,             0.00036819,             0.00036819
                    789,                  0.218,                0.18877,                0.82203,                0.87857,                    0.9,                0.90628,                0.88848,                0.27855,                0.41712,                0.82217,             0.00036654,             0.00036654,             0.00036654
                    790,                0.23333,                0.20113,                0.81203,                0.89737,                  0.875,                0.89707,                0.87879,                0.27717,                0.41566,                0.82226,             0.00036489,             0.00036489,             0.00036489
                    791,                0.23832,                0.22804,                0.82089,                0.89737,                  0.875,                0.89585,                0.87846,                  0.277,                0.41727,                  0.821,             0.00036324,             0.00036324,             0.00036324
                    792,                0.22864,                0.19488,                 0.8019,                0.89737,                  0.875,                0.89585,                0.87534,                0.27708,                0.42409,                 0.8199,             0.00036159,             0.00036159,             0.00036159
                    793,                0.26668,                0.23368,                0.83866,                0.89737,                  0.875,                0.89585,                0.87395,                0.27514,                0.42891,                0.81845,             0.00035994,             0.00035994,             0.00035994
                    794,                0.21837,                0.18669,                0.81313,                0.92179,                0.86836,                0.89971,                0.88025,                0.27584,                0.42662,                0.81783,             0.00035829,             0.00035829,             0.00035829
                    795,                0.25099,                0.19528,                0.82205,                0.92209,                0.87291,                0.89971,                0.88227,                0.27683,                0.42584,                0.81847,             0.00035664,             0.00035664,             0.00035664
                    796,                0.21342,                0.19902,                0.80875,                0.92099,                  0.875,                0.89832,                0.88102,                0.27767,                0.42426,                0.81907,             0.00035499,             0.00035499,             0.00035499
                    797,                0.22414,                0.18357,                0.81315,                0.91902,                  0.875,                0.88832,                0.87451,                0.28006,                0.42879,                0.81959,             0.00035334,             0.00035334,             0.00035334
                    798,                0.21431,                0.19377,                0.80739,                0.91832,                  0.875,                0.89332,                0.87956,                0.28136,                0.42731,                0.81977,             0.00035169,             0.00035169,             0.00035169
                    799,                0.20698,                0.17935,                0.80085,                0.91713,                  0.875,                 0.8911,                0.87372,                0.28239,                0.41688,                0.81999,             0.00035004,             0.00035004,             0.00035004
                    800,                0.23221,                0.20827,                 0.8266,                    0.9,                    0.9,                0.91394,                0.89252,                0.28059,                0.40864,                0.81999,             0.00034839,             0.00034839,             0.00034839
                    801,                 0.2203,                0.22204,                0.84281,                0.92345,                0.89593,                0.91108,                0.89413,                0.27682,                0.39198,                0.81821,             0.00034674,             0.00034674,             0.00034674
                    802,                0.23311,                0.19811,                0.81458,                0.90953,                    0.9,                0.90095,                0.88606,                0.26939,                 0.3848,                 0.8161,             0.00034509,             0.00034509,             0.00034509
                    803,                0.22808,                0.19087,                0.82648,                0.92201,                    0.9,                0.90595,                0.89161,                0.26945,                 0.3808,                0.81596,             0.00034344,             0.00034344,             0.00034344
                    804,                0.20736,                0.18778,                 0.8028,                0.92157,                    0.9,                0.90595,                0.88909,                0.27035,                0.37857,                0.81731,             0.00034179,             0.00034179,             0.00034179
                    805,                0.27447,                0.24301,                0.82444,                0.92342,                0.89551,                0.91095,                0.89414,                0.27007,                0.37182,                0.81773,             0.00034013,             0.00034013,             0.00034013
                    806,                0.22097,                0.22004,                0.81625,                0.92322,                0.89198,                0.91595,                0.90144,                0.26883,                0.37389,                0.81833,             0.00033848,             0.00033848,             0.00033848
                    807,                 0.2173,                0.20706,                0.81018,                    0.9,                    0.9,                0.91353,                0.89854,                0.27075,                0.38227,                0.81946,             0.00033683,             0.00033683,             0.00033683
                    808,                0.23245,                0.21051,                0.82269,                    0.9,                    0.9,                0.91478,                0.89914,                0.27024,                0.39324,                0.82063,             0.00033518,             0.00033518,             0.00033518
                    809,                0.25337,                0.20758,                 0.8192,                    0.9,                    0.9,                0.91894,                0.90301,                0.27117,                0.39714,                0.82061,             0.00033353,             0.00033353,             0.00033353
                    810,                0.22884,                0.20453,                0.81945,                    0.9,                    0.9,                0.92311,                0.90738,                0.27257,                0.40112,                0.81996,             0.00033188,             0.00033188,             0.00033188
                    811,                0.21916,                0.18485,                0.80753,                0.89941,                  0.875,                0.91026,                0.89439,                0.27041,                0.40464,                0.81922,             0.00033023,             0.00033023,             0.00033023
                    812,                0.23984,                0.19998,                0.82559,                0.90167,                  0.875,                0.90887,                0.89402,                0.26895,                0.40329,                0.81866,             0.00032858,             0.00032858,             0.00032858
                    813,                0.20377,                0.17266,                0.80013,                0.91616,                  0.875,                0.90707,                0.88662,                0.26774,                0.39215,                0.81967,             0.00032693,             0.00032693,             0.00032693
                    814,                0.21948,                0.18433,                0.77711,                0.92204,                0.87221,                0.90707,                0.88662,                0.26733,                0.39246,                0.81999,             0.00032528,             0.00032528,             0.00032528
                    815,                 0.2584,                0.22028,                0.81135,                0.90583,                  0.875,                0.90207,                0.88269,                0.26673,                0.39253,                0.81943,             0.00032363,             0.00032363,             0.00032363
                    816,                0.23148,                0.19563,                0.83648,                0.91634,                  0.875,                0.90207,                0.87994,                0.26712,                0.38979,                0.81847,             0.00032198,             0.00032198,             0.00032198
                    817,                0.26077,                 0.2541,                0.82161,                0.91758,                  0.875,                0.90707,                0.88737,                0.26811,                0.38201,                0.81755,             0.00032033,             0.00032033,             0.00032033
                    818,                0.21635,                0.18394,                0.81483,                0.92222,                  0.875,                0.90906,                0.88935,                0.27094,                0.36812,                0.81752,             0.00031868,             0.00031868,             0.00031868
                    819,                 0.2239,                0.19513,                0.82715,                0.92368,                    0.9,                0.92225,                0.90028,                0.27397,                0.36959,                0.81816,             0.00031703,             0.00031703,             0.00031703
                    820,                0.22641,                0.19015,                0.84224,                0.92368,                    0.9,                0.92343,                0.90135,                0.27481,                0.36749,                 0.8178,             0.00031538,             0.00031538,             0.00031538
                    821,                0.21584,                 0.1957,                0.83312,                0.92368,                    0.9,                0.92343,                0.89835,                0.27573,                0.36775,                0.81607,             0.00031373,             0.00031373,             0.00031373
                    822,                0.21995,                0.20111,                0.81838,                  0.925,                  0.925,                  0.939,                0.92207,                0.28145,                0.36435,                0.81543,             0.00031208,             0.00031208,             0.00031208
                    823,                0.22167,                0.19561,                0.81679,                  0.925,                  0.925,                  0.939,                0.92514,                0.28266,                0.35581,                0.81339,             0.00031043,             0.00031043,             0.00031043
                    824,                0.23307,                0.23802,                0.80657,                  0.925,                  0.925,                  0.944,                0.92841,                0.27795,                0.36167,                0.81256,             0.00030878,             0.00030878,             0.00030878
                    825,                 0.2281,                0.18166,                0.81316,                  0.925,                  0.925,                  0.944,                0.92738,                0.27595,                0.36302,                0.81236,             0.00030713,             0.00030713,             0.00030713
                    826,                0.22503,                0.18445,                0.81398,                  0.925,                  0.925,                0.94525,                0.93068,                0.27405,                0.36385,                0.81323,             0.00030548,             0.00030548,             0.00030548
                    827,                0.22948,                0.22803,                0.81475,                  0.925,                  0.925,                0.94525,                0.92693,                0.27666,                0.36571,                0.81547,             0.00030383,             0.00030383,             0.00030383
                    828,                 0.2269,                0.20447,                0.81155,                0.92368,                    0.9,                0.93396,                0.92185,                0.27926,                0.37006,                0.81751,             0.00030218,             0.00030218,             0.00030218
                    829,                0.19762,                0.17879,                0.81418,                0.92368,                    0.9,                0.93396,                 0.9185,                0.28404,                0.39401,                0.82102,             0.00030053,             0.00030053,             0.00030053
                    830,                0.22786,                0.18564,                0.82108,                0.92368,                    0.9,                0.93396,                0.91527,                0.28192,                0.39534,                0.82137,             0.00029888,             0.00029888,             0.00029888
                    831,                 0.2178,                0.19202,                0.83074,                0.92368,                    0.9,                0.93133,                0.91669,                0.28051,                0.40932,                0.82121,             0.00029723,             0.00029723,             0.00029723
                    832,                0.24543,                0.18865,                0.81982,                0.92368,                    0.9,                0.93133,                0.91346,                0.28079,                0.41926,                0.82069,             0.00029558,             0.00029558,             0.00029558
                    833,                0.21835,                0.19216,                0.81262,                0.92368,                    0.9,                0.93133,                0.91346,                0.27964,                 0.4274,                 0.8208,             0.00029393,             0.00029393,             0.00029393
                    834,                0.22666,                0.18315,                0.80749,                0.92368,                    0.9,                0.93133,                0.91018,                0.28139,                0.45204,                0.82301,             0.00029228,             0.00029228,             0.00029228
                    835,                0.20759,                0.18324,                0.82688,                0.92368,                    0.9,                0.93133,                0.91056,                0.28302,                0.44355,                0.82394,             0.00029062,             0.00029062,             0.00029062
                    836,                0.19282,                0.17845,                0.82608,                0.92368,                    0.9,                0.93133,                0.91018,                0.28299,                 0.4318,                0.82512,             0.00028897,             0.00028897,             0.00028897
                    837,                0.20665,                0.17932,                0.81051,                0.92368,                    0.9,                0.93133,                 0.9081,                0.28249,                0.43238,                0.82437,             0.00028732,             0.00028732,             0.00028732
                    838,                0.23512,                0.19268,                0.82103,                0.92368,                    0.9,                0.93133,                 0.9081,                0.28162,                0.42333,                0.82285,             0.00028567,             0.00028567,             0.00028567
                    839,                0.22639,                0.19079,                0.82278,                0.92368,                    0.9,                0.93133,                 0.9081,                0.27806,                0.42551,                0.82139,             0.00028402,             0.00028402,             0.00028402
                    840,                0.25393,                 0.2047,                0.82281,                0.92222,                  0.875,                0.91725,                0.89377,                0.27041,                0.42878,                0.81818,             0.00028237,             0.00028237,             0.00028237
                    841,                0.22957,                0.20554,                0.80466,                0.92222,                  0.875,                0.91725,                0.89675,                 0.2663,                0.43676,                0.81723,             0.00028072,             0.00028072,             0.00028072
                    842,                0.22884,                0.19894,                0.80603,                0.92222,                  0.875,                0.91725,                0.89675,                 0.2702,                0.43497,                0.81753,             0.00027907,             0.00027907,             0.00027907
                    843,                0.20007,                0.19084,                0.82921,                0.92222,                  0.875,                0.91725,                0.89675,                0.27409,                0.42941,                0.81834,             0.00027742,             0.00027742,             0.00027742
                    844,                0.20693,                0.16967,                0.81315,                0.92222,                  0.875,                0.91725,                0.89133,                0.27398,                0.41858,                0.81929,             0.00027577,             0.00027577,             0.00027577
                    845,                 0.2249,                0.18598,                0.83157,                0.92222,                  0.875,                0.91864,                0.89686,                0.27081,                0.39976,                0.81837,             0.00027412,             0.00027412,             0.00027412
                    846,                0.22989,                0.18575,                0.81608,                0.92222,                  0.875,                0.91725,                0.89816,                0.26905,                0.39272,                0.81827,             0.00027247,             0.00027247,             0.00027247
                    847,                0.22718,                0.19781,                0.81848,                0.92222,                  0.875,                0.91447,                0.89566,                0.27099,                0.38788,                0.81943,             0.00027082,             0.00027082,             0.00027082
                    848,                0.24848,                0.19775,                0.82976,                0.92222,                  0.875,                0.91447,                0.89566,                 0.2732,                0.37526,                0.82035,             0.00026917,             0.00026917,             0.00026917
                    849,                0.24193,                0.18456,                0.83065,                0.92222,                  0.875,                0.91447,                0.89566,                0.27611,                0.37167,                 0.8221,             0.00026752,             0.00026752,             0.00026752
                    850,                0.21822,                0.20178,                0.79587,                0.92222,                  0.875,                0.91447,                0.89566,                0.28165,                0.38095,                0.82441,             0.00026587,             0.00026587,             0.00026587
                    851,                0.23889,                0.19185,                0.81418,                0.92222,                  0.875,                0.91586,                0.89206,                0.28197,                0.37506,                 0.8238,             0.00026422,             0.00026422,             0.00026422
                    852,                0.19893,                0.16475,                0.80605,                0.92222,                  0.875,                0.91586,                0.89262,                0.28104,                0.38755,                0.82328,             0.00026257,             0.00026257,             0.00026257
                    853,                0.21542,                0.17184,                0.81807,                0.92222,                  0.875,                0.91447,                0.89192,                0.27832,                0.38036,                0.82193,             0.00026092,             0.00026092,             0.00026092
                    854,                0.21877,                0.18627,                 0.8284,                0.92222,                  0.875,                0.91447,                0.89677,                0.27608,                0.38452,                0.82132,             0.00025927,             0.00025927,             0.00025927
                    855,                0.22352,                0.19816,                0.81548,                0.92222,                  0.875,                0.91447,                0.89677,                0.27442,                0.38056,                0.82086,             0.00025762,             0.00025762,             0.00025762
                    856,                0.22108,                0.18404,                0.81694,                0.92222,                  0.875,                0.90947,                0.89659,                0.27244,                0.38649,                0.81937,             0.00025597,             0.00025597,             0.00025597
                    857,                0.22227,                 0.1906,                0.83219,                0.92222,                  0.875,                0.91447,                0.90053,                0.27348,                0.39337,                0.82004,             0.00025432,             0.00025432,             0.00025432
                    858,                0.21828,                0.19159,                0.82301,                0.92222,                  0.875,                0.91586,                0.89802,                0.27552,                 0.4048,                0.82136,             0.00025267,             0.00025267,             0.00025267
                    859,                0.24155,                0.20066,                0.81398,                0.92222,                  0.875,                0.92003,                0.90177,                0.27622,                0.41279,                0.82151,             0.00025102,             0.00025102,             0.00025102
                    860,                0.24198,                0.20095,                0.81222,                0.92222,                  0.875,                0.92281,                0.90231,                0.27749,                 0.4243,                0.82063,             0.00024937,             0.00024937,             0.00024937
                    861,                0.22122,                0.19256,                0.81275,                0.89832,                0.87014,                0.92056,                0.90346,                0.27277,                0.41982,                0.81847,             0.00024772,             0.00024772,             0.00024772
                    862,                 0.2332,                0.21719,                0.84189,                0.92222,                  0.875,                0.92281,                0.90891,                0.27039,                0.41099,                0.81831,             0.00024607,             0.00024607,             0.00024607
                    863,                0.22209,                0.21442,                0.81098,                0.92222,                  0.875,                0.92142,                0.90106,                0.27033,                0.40161,                0.81765,             0.00024442,             0.00024442,             0.00024442
                    864,                0.22357,                0.20334,                0.80769,                0.92222,                  0.875,                0.91503,                 0.8951,                0.26867,                0.39178,                0.81724,             0.00024277,             0.00024277,             0.00024277
                    865,                0.19683,                0.18634,                0.80176,                0.92222,                  0.875,                0.91642,                0.89817,                0.27124,                0.38236,                0.81696,             0.00024111,             0.00024111,             0.00024111
                    866,                0.22702,                0.18781,                0.80978,                0.92368,                    0.9,                0.92001,                0.90595,                0.26952,                0.37912,                0.81577,             0.00023946,             0.00023946,             0.00023946
                    867,                0.22441,                0.18471,                0.81678,                0.92368,                    0.9,                0.92238,                0.90863,                0.26857,                0.38322,                0.81486,             0.00023781,             0.00023781,             0.00023781
                    868,                0.20599,                  0.179,                0.82758,                0.92368,                    0.9,                 0.9287,                0.91171,                0.26729,                0.37372,                0.81398,             0.00023616,             0.00023616,             0.00023616
                    869,                0.20148,                0.20595,                 0.8083,                0.92368,                    0.9,                0.93001,                0.91661,                0.26709,                0.37158,                0.81395,             0.00023451,             0.00023451,             0.00023451
                    870,                0.23469,                0.19318,                0.82425,                0.92368,                    0.9,                0.93264,                0.91885,                0.26848,                0.37161,                0.81464,             0.00023286,             0.00023286,             0.00023286
                    871,                0.23474,                0.19825,                0.84496,                0.92368,                    0.9,                0.92764,                0.90826,                0.27072,                 0.3691,                0.81555,             0.00023121,             0.00023121,             0.00023121
                    872,                0.21236,                0.18474,                0.82461,                0.92368,                    0.9,                0.92764,                0.90946,                0.26796,                0.33925,                0.81482,             0.00022956,             0.00022956,             0.00022956
                    873,                0.20863,                0.21114,                0.81609,                0.92368,                    0.9,                0.92764,                0.90946,                0.26806,                0.33874,                0.81475,             0.00022791,             0.00022791,             0.00022791
                    874,                0.23419,                0.20229,                0.81943,                0.92368,                    0.9,                0.92764,                0.91014,                0.26708,                0.34108,                0.81476,             0.00022626,             0.00022626,             0.00022626
                    875,                0.22342,                 0.2305,                0.81559,                0.92368,                    0.9,                0.93264,                0.91657,                0.26916,                0.34441,                0.81589,             0.00022461,             0.00022461,             0.00022461
                    876,                 0.2383,                0.18131,                0.82354,                0.92368,                    0.9,                0.93264,                0.91294,                0.26904,                0.34645,                0.81725,             0.00022296,             0.00022296,             0.00022296
                    877,                0.24089,                0.21523,                0.83384,                0.92368,                    0.9,                0.93264,                0.91621,                 0.2729,                0.35529,                 0.8195,             0.00022131,             0.00022131,             0.00022131
                    878,                0.22651,                0.19393,                0.83222,                0.92368,                    0.9,                0.93001,                 0.9099,                0.27468,                0.36215,                0.82014,             0.00021966,             0.00021966,             0.00021966
                    879,                0.20281,                0.18794,                0.82722,                0.92222,                  0.875,                0.91725,                0.90047,                0.27573,                0.36904,                0.81982,             0.00021801,             0.00021801,             0.00021801
                    880,                0.20668,                0.18773,                0.81422,                0.92222,                  0.875,                0.91725,                0.89614,                0.27643,                0.37691,                0.82005,             0.00021636,             0.00021636,             0.00021636
                    881,                0.20846,                0.18966,                0.80119,                0.92222,                  0.875,                0.91864,                0.89814,                0.27774,                0.38774,                0.82168,             0.00021471,             0.00021471,             0.00021471
                    882,                0.19715,                0.18243,                0.82123,                0.92222,                  0.875,                0.91864,                0.90142,                0.27982,                 0.3964,                0.82502,             0.00021306,             0.00021306,             0.00021306
                    883,                0.20718,                0.16706,                0.80102,                0.92222,                  0.875,                0.91725,                0.90017,                0.27788,                0.39276,                0.82433,             0.00021141,             0.00021141,             0.00021141
                    884,                0.19992,                0.17099,                0.79584,                0.92222,                  0.875,                0.91586,                 0.9035,                0.27642,                 0.3937,                0.82374,             0.00020976,             0.00020976,             0.00020976
                    885,                0.20402,                0.20089,                0.80435,                0.92222,                  0.875,                0.91586,                 0.9035,                0.27498,                0.39704,                0.82276,             0.00020811,             0.00020811,             0.00020811
                    886,                0.20203,                0.17161,                0.81226,                0.92222,                  0.875,                0.91586,                 0.9035,                0.27325,                0.39582,                 0.8215,             0.00020646,             0.00020646,             0.00020646
                    887,                0.25395,                0.20395,                0.80005,                0.92222,                  0.875,                0.91864,                  0.906,                0.27072,                0.39833,                0.82032,             0.00020481,             0.00020481,             0.00020481
                    888,                0.21132,                0.18999,                0.81219,                0.91618,                  0.875,                0.91665,                0.90367,                0.26586,                0.40389,                 0.8177,             0.00020316,             0.00020316,             0.00020316
                    889,                0.23341,                0.19389,                0.83104,                 0.9146,                  0.875,                0.91665,                 0.9039,                0.26564,                 0.4029,                0.81579,             0.00020151,             0.00020151,             0.00020151
                    890,                0.22928,                 0.2112,                0.81081,                0.91207,                  0.875,                0.91804,                0.90558,                0.26385,                0.39749,                0.81486,             0.00019986,             0.00019986,             0.00019986
                    891,                0.22848,                0.19954,                0.80396,                0.90238,                  0.925,                0.94384,                0.93085,                0.26494,                 0.3957,                0.81621,             0.00019821,             0.00019821,             0.00019821
                    892,                0.20998,                0.17799,                0.80149,                0.90238,                  0.925,                0.94384,                0.93041,                0.26408,                0.37453,                0.81594,             0.00019656,             0.00019656,             0.00019656
                    893,                0.22133,                0.18212,                0.83105,                0.90238,                  0.925,                0.94173,                0.92707,                0.26745,                0.35738,                0.81559,             0.00019491,             0.00019491,             0.00019491
                    894,                0.19885,                0.16687,                0.80582,                0.90238,                  0.925,                0.94305,                0.92822,                0.27059,                0.34435,                0.81637,             0.00019326,             0.00019326,             0.00019326
                    895,                0.23007,                0.18707,                0.82008,                0.90238,                  0.925,                0.94305,                0.92815,                0.27395,                0.34519,                0.81778,              0.0001916,              0.0001916,              0.0001916
                    896,                0.19116,                0.18014,                0.81114,                 0.9204,                    0.9,                0.93029,                0.91452,                0.27695,                0.34569,                0.81849,             0.00018995,             0.00018995,             0.00018995
                    897,                0.22101,                0.20412,                 0.8127,                0.92368,                    0.9,                0.93659,                0.92258,                0.27832,                0.34233,                0.81861,              0.0001883,              0.0001883,              0.0001883
                    898,                0.20313,                0.17459,                0.83276,                0.92368,                    0.9,                0.93528,                0.92249,                0.27838,                0.34493,                 0.8175,             0.00018665,             0.00018665,             0.00018665
                    899,                0.22048,                0.19018,                0.82631,                0.92368,                    0.9,                0.93528,                 0.9194,                0.27757,                0.33286,                0.81659,               0.000185,               0.000185,               0.000185
                    900,                0.20097,                0.19138,                0.81936,                0.92368,                    0.9,                0.93659,                0.91996,                0.27714,                0.33932,                0.81519,             0.00018335,             0.00018335,             0.00018335
                    901,                0.22738,                0.17776,                0.80901,                0.92368,                    0.9,                0.93659,                0.91996,                0.27932,                0.34966,                 0.8144,              0.0001817,              0.0001817,              0.0001817
                    902,                0.19904,                0.17934,                0.79213,                0.92368,                    0.9,                0.93791,                0.91897,                0.28007,                0.35576,                 0.8148,             0.00018005,             0.00018005,             0.00018005
                    903,                0.22065,                0.19127,                0.83957,                0.92368,                    0.9,                0.93791,                0.91897,                0.28083,                0.36593,                0.81516,              0.0001784,              0.0001784,              0.0001784
                    904,                0.19938,                0.17524,                0.83515,                0.92368,                    0.9,                0.93791,                0.92061,                0.27684,                0.39946,                0.81594,             0.00017675,             0.00017675,             0.00017675
                    905,                0.22515,                0.21325,                0.83343,                0.92368,                    0.9,                0.93659,                0.91996,                0.27477,                0.40744,                0.81625,              0.0001751,              0.0001751,              0.0001751
                    906,                0.21812,                0.18754,                 0.8103,                0.92368,                    0.9,                0.93264,                0.91858,                0.27465,                0.41147,                0.81695,             0.00017345,             0.00017345,             0.00017345
                    907,                0.20808,                0.20098,                0.81486,                0.92368,                    0.9,                0.93264,                0.91899,                0.27167,                0.40369,                 0.8165,              0.0001718,              0.0001718,              0.0001718
                    908,                  0.222,                0.19426,                 0.8138,                0.92368,                    0.9,                0.93133,                0.92087,                0.26978,                0.40242,                0.81687,             0.00017015,             0.00017015,             0.00017015
                    909,                  0.202,                0.16286,                0.80109,                0.92368,                    0.9,                0.93001,                0.91662,                 0.2757,                0.39702,                0.81754,              0.0001685,              0.0001685,              0.0001685
                    910,                0.19136,                0.17733,                 0.8078,                0.92368,                    0.9,                0.92738,                0.91384,                0.27718,                0.39871,                0.81701,             0.00016685,             0.00016685,             0.00016685
                    911,                0.22436,                0.19821,                0.83153,                0.92368,                    0.9,                0.92738,                0.91113,                 0.2769,                0.39648,                 0.8165,              0.0001652,              0.0001652,              0.0001652
                    912,                 0.2067,                 0.1906,                0.79269,                0.92368,                    0.9,                0.92738,                0.91113,                0.27841,                0.39495,                0.81526,             0.00016355,             0.00016355,             0.00016355
                    913,                0.22516,                0.19437,                0.81223,                0.92368,                    0.9,                0.92738,                0.91129,                0.27844,                0.38568,                0.81492,              0.0001619,              0.0001619,              0.0001619
                    914,                0.22568,                0.20517,                0.81388,                0.92368,                    0.9,                0.92607,                0.90997,                0.27677,                0.37192,                0.81371,             0.00016025,             0.00016025,             0.00016025
                    915,                0.19255,                 0.1745,                0.81272,                0.92368,                    0.9,                0.92607,                0.91021,                0.27424,                0.36942,                0.81214,              0.0001586,              0.0001586,              0.0001586
                    916,                0.20776,                0.18254,                0.80561,                0.92368,                    0.9,                0.92738,                0.91062,                0.27409,                0.36951,                0.81198,             0.00015695,             0.00015695,             0.00015695
